Concept;Rating;Class
Egoista;14.5;Likableness
Egoista;49.5;Likableness
Egoista;50;Likableness
Egoista;14;Likableness
Egoista;35;Likableness
Egoista;0;Likableness
Egoista;4;Likableness
Egoista;20;Likableness
Egoista;12.5;Likableness
Egoista;10;Likableness
Egoista;4;Likableness
Egoista;2.5;Likableness
Egoista;15.5;Likableness
Egoista;0;Likableness
Farsante;49;Affect
Farsante;0;Affect
Farsante;5;Affect
Farsante;32.5;Affect
Farsante;10;Affect
Farsante;21;Affect
Farsante;75.5;Affect
Farsante;62.5;Affect
Farsante;13;Affect
Farsante;22;Affect
Farsante;24;Affect
Farsante;68.5;Affect
Farsante;22.5;Affect
Farsante;32.5;Affect
Farsante;65;Affect
Farsante;14.5;Affect
Farsante;56.5;Affect
Farsante;23.5;Affect
Farsante;0;Affect
Farsante;45.5;Affect
Farsante;10;Affect
Farsante;75;Affect
Farsante;55;Affect
Farsante;43;Affect
Farsante;25;Affect
Farsante;12.5;Affect
Farsante;85.5;Affect
Farsante;75;Affect
Farsante;11.5;Affect
Farsante;11;Affect
Farsante;45;Likableness
Farsante;0;Likableness
Farsante;20;Likableness
Farsante;29.5;Likableness
Farsante;10.5;Likableness
Farsante;1.5;Likableness
Farsante;5.5;Likableness
Farsante;24.5;Likableness
Farsante;15;Likableness
Farsante;7.5;Likableness
Farsante;12.5;Likableness
Farsante;27;Likableness
Farsante;0;Likableness
Farsante;12;Likableness
Farsante;0.5;Likableness
Farsante;67;Likableness
Farsante;24.5;Likableness
Farsante;0;Likableness
Farsante;55;Likableness
Farsante;7;Likableness
Farsante;47.5;Likableness
Farsante;0;Likableness
Farsante;5.5;Likableness
Farsante;20.5;Likableness
Farsante;0;Likableness
Farsante;3.5;Likableness
Farsante;19;Likableness
Farsante;0;Likableness
Farsante;0;Likableness
Farsante;1;Likableness
Hostil;35;Affect
Hostil;60;Affect
Hostil;75;Affect
Hostil;59;Affect
Hostil;75;Affect
Hostil;19;Affect
Hostil;78.5;Affect
Hostil;73.5;Affect
Hostil;40;Affect
Hostil;94;Affect
Hostil;52.5;Affect
Hostil;37;Affect
Hostil;25.5;Affect
Hostil;74.5;Affect
Hostil;71.5;Affect
Hostil;71.5;Affect
Hostil;33.5;Affect
Hostil;69;Affect
Hostil;0;Affect
Hostil;76.5;Affect
Hostil;50;Affect
Hostil;90;Affect
Hostil;64.5;Affect
Hostil;66;Affect
Hostil;62.5;Affect
Hostil;90;Affect
Hostil;98.5;Affect
Hostil;100;Affect
Hostil;11;Affect
Hostil;48.5;Affect
Hostil;40;Likableness
Hostil;60;Likableness
Hostil;2.5;Likableness
Hostil;33;Likableness
Hostil;5;Likableness
Hostil;3;Likableness
Hostil;8;Likableness
Hostil;5.5;Likableness
Hostil;10;Likableness
Hostil;7.5;Likableness
Hostil;9;Likableness
Hostil;4.5;Likableness
Hostil;12.5;Likableness
Hostil;12;Likableness
Hostil;5;Likableness
Hostil;7;Likableness
Hostil;18.5;Likableness
Hostil;10;Likableness
Hostil;15;Likableness
Hostil;6.5;Likableness
Hostil;7.5;Likableness
Hostil;0;Likableness
Hostil;19;Likableness
Hostil;36.5;Likableness
Hostil;12.5;Likableness
Hostil;5;Likableness
Hostil;5.5;Likableness
Hostil;0;Likableness
Hostil;0;Likableness
Hostil;0.5;Likableness
Irresponsable;34.5;Affect
Irresponsable;9;Affect
Irresponsable;0;Affect
Irresponsable;22;Affect
Irresponsable;3;Affect
Irresponsable;50;Affect
Irresponsable;51.5;Affect
Irresponsable;60.5;Affect
Irresponsable;28;Affect
Irresponsable;14.5;Affect
Irresponsable;15;Affect
Irresponsable;27;Affect
Irresponsable;30.5;Affect
Irresponsable;36.5;Affect
Irresponsable;80.5;Affect
Irresponsable;76;Affect
Irresponsable;25;Affect
Irresponsable;26;Affect
Irresponsable;5;Affect
Irresponsable;36.5;Affect
Irresponsable;5;Affect
Irresponsable;74.5;Affect
Irresponsable;36.5;Affect
Irresponsable;47.5;Affect
Irresponsable;15;Affect
Irresponsable;17.5;Affect
Irresponsable;8;Affect
Irresponsable;37.5;Affect
Irresponsable;30;Affect
Irresponsable;35;Affect
Irresponsable;44.5;Likableness
Irresponsable;10;Likableness
Irresponsable;20;Likableness
Irresponsable;24;Likableness
Irresponsable;4.5;Likableness
Irresponsable;17.5;Likableness
Irresponsable;22;Likableness
Irresponsable;28;Likableness
Irresponsable;30;Likableness
Irresponsable;12.5;Likableness
Irresponsable;8.5;Likableness
Irresponsable;17.5;Likableness
Irresponsable;11;Likableness
Irresponsable;8.5;Likableness
Irresponsable;24.5;Likableness
Irresponsable;10;Likableness
Irresponsable;16;Likableness
Irresponsable;4.5;Likableness
Irresponsable;20;Likableness
Irresponsable;4.5;Likableness
Irresponsable;30;Likableness
Irresponsable;0;Likableness
Irresponsable;14.5;Likableness
Irresponsable;25.5;Likableness
Irresponsable;7.5;Likableness
Irresponsable;0;Likableness
Irresponsable;19.5;Likableness
Irresponsable;0;Likableness
Irresponsable;9.5;Likableness
Irresponsable;20.5;Likableness
Maleducado/a;36;Affect
Maleducado/a;0;Affect
Maleducado/a;22.5;Affect
Maleducado/a;34.5;Affect
Maleducado/a;49.5;Affect
Maleducado/a;23.5;Affect
Maleducado/a;57;Affect
Maleducado/a;66;Affect
Maleducado/a;9.5;Affect
Maleducado/a;20.5;Affect
Maleducado/a;29.5;Affect
Maleducado/a;31.5;Affect
Maleducado/a;40;Affect
Maleducado/a;47;Affect
Maleducado/a;25;Affect
Maleducado/a;80.5;Affect
Maleducado/a;20.5;Affect
Maleducado/a;32.5;Affect
Maleducado/a;0;Affect
Maleducado/a;61.5;Affect
Maleducado/a;10;Affect
Maleducado/a;46;Affect
Maleducado/a;42.5;Affect
Maleducado/a;53;Affect
Maleducado/a;22.5;Affect
Maleducado/a;20;Affect
Maleducado/a;1;Affect
Maleducado/a;90;Affect
Maleducado/a;11.5;Affect
Maleducado/a;30;Affect
Maleducado/a;35;Likableness
Maleducado/a;0;Likableness
Maleducado/a;22.5;Likableness
Maleducado/a;14;Likableness
Maleducado/a;9;Likableness
Maleducado/a;1;Likableness
Maleducado/a;7;Likableness
Maleducado/a;19.5;Likableness
Maleducado/a;2;Likableness
Maleducado/a;10;Likableness
Maleducado/a;9;Likableness
Maleducado/a;5;Likableness
Maleducado/a;15;Likableness
Maleducado/a;6;Likableness
Maleducado/a;30.5;Likableness
Maleducado/a;9;Likableness
Maleducado/a;2.5;Likableness
Maleducado/a;19;Likableness
Maleducado/a;20;Likableness
Maleducado/a;0.5;Likableness
Maleducado/a;15;Likableness
Maleducado/a;10;Likableness
Maleducado/a;2.5;Likableness
Maleducado/a;28.5;Likableness
Maleducado/a;0;Likableness
Maleducado/a;1;Likableness
Maleducado/a;2.5;Likableness
Maleducado/a;0;Likableness
Maleducado/a;0;Likableness
Maleducado/a;4;Likableness
Prejuicioso/a;15.5;Affect
Prejuicioso/a;10;Affect
Prejuicioso/a;39.5;Affect
Prejuicioso/a;21.5;Affect
Prejuicioso/a;24.5;Affect
Prejuicioso/a;21;Affect
Prejuicioso/a;67.5;Affect
Prejuicioso/a;69;Affect
Prejuicioso/a;47;Affect
Prejuicioso/a;57;Affect
Prejuicioso/a;43;Affect
Prejuicioso/a;50;Affect
Prejuicioso/a;50;Affect
Prejuicioso/a;56;Affect
Prejuicioso/a;36;Affect
Prejuicioso/a;31.5;Affect
Prejuicioso/a;30;Affect
Prejuicioso/a;20.5;Affect
Prejuicioso/a;0;Affect
Prejuicioso/a;64;Affect
Prejuicioso/a;27.5;Affect
Prejuicioso/a;95;Affect
Prejuicioso/a;62;Affect
Prejuicioso/a;56;Affect
Prejuicioso/a;37.5;Affect
Prejuicioso/a;70;Affect
Prejuicioso/a;50.5;Affect
Prejuicioso/a;95;Affect
Prejuicioso/a;39;Affect
Prejuicioso/a;18;Affect
Prejuicioso/a;25;Likableness
Prejuicioso/a;10;Likableness
Prejuicioso/a;42.5;Likableness
Prejuicioso/a;21.5;Likableness
Prejuicioso/a;9.5;Likableness
Prejuicioso/a;22;Likableness
Prejuicioso/a;13;Likableness
Prejuicioso/a;19;Likableness
Prejuicioso/a;18;Likableness
Prejuicioso/a;85;Likableness
Prejuicioso/a;9.5;Likableness
Prejuicioso/a;27.5;Likableness
Prejuicioso/a;45;Likableness
Prejuicioso/a;13;Likableness
Prejuicioso/a;1;Likableness
Prejuicioso/a;20.5;Likableness
Prejuicioso/a;9.5;Likableness
Prejuicioso/a;24.5;Likableness
Prejuicioso/a;50;Likableness
Prejuicioso/a;23;Likableness
Prejuicioso/a;60;Likableness
Prejuicioso/a;0;Likableness
Prejuicioso/a;21;Likableness
Prejuicioso/a;29.5;Likableness
Prejuicioso/a;17.5;Likableness
Prejuicioso/a;2;Likableness
Prejuicioso/a;9;Likableness
Prejuicioso/a;0;Likableness
Prejuicioso/a;40;Likableness
Prejuicioso/a;7;Likableness
Vago/a;45;Affect
Vago/a;0;Affect
Vago/a;0;Affect
Vago/a;27.5;Affect
Vago/a;5.5;Affect
Vago/a;14.5;Affect
Vago/a;42;Affect
Vago/a;57;Affect
Vago/a;6;Affect
Vago/a;16;Affect
Vago/a;12.5;Affect
Vago/a;19;Affect
Vago/a;20;Affect
Vago/a;25.5;Affect
Vago/a;25;Affect
Vago/a;49;Affect
Vago/a;21;Affect
Vago/a;39.5;Affect
Vago/a;2.5;Affect
Vago/a;49;Affect
Vago/a;5;Affect
Vago/a;50.5;Affect
Vago/a;54;Affect
Vago/a;39;Affect
Vago/a;0;Affect
Vago/a;17.5;Affect
Vago/a;1;Affect
Vago/a;5;Affect
Vago/a;41.5;Affect
Vago/a;16;Affect
Vago/a;45;Likableness
Vago/a;0;Likableness
Vago/a;30;Likableness
Vago/a;20.5;Likableness
Vago/a;15;Likableness
Vago/a;9.5;Likableness
Vago/a;16.5;Likableness
Vago/a;30;Likableness
Vago/a;40.5;Likableness
Vago/a;10;Likableness
Vago/a;16;Likableness
Vago/a;20;Likableness
Vago/a;20;Likableness
Vago/a;16;Likableness
Vago/a;10;Likableness
Vago/a;29.5;Likableness
Vago/a;12.5;Likableness
Vago/a;29.5;Likableness
Vago/a;35;Likableness
Vago/a;3.5;Likableness
Vago/a;45;Likableness
Vago/a;0;Likableness
Vago/a;9.5;Likableness
Vago/a;22.5;Likableness
Vago/a;0;Likableness
Vago/a;12.5;Likableness
Vago/a;37;Likableness
Vago/a;0;Likableness
Vago/a;1;Likableness
Vago/a;5.5;Likableness
Average;33.56;Affect
Average;12.11;Affect
Average;29.44;Affect
Average;32.06;Affect
Average;25.22;Affect
Average;25.28;Affect
Average;57.67;Affect
Average;66.89;Affect
Average;20.11;Affect
Average;49.94;Affect
Average;30.56;Affect
Average;38.28;Affect
Average;29.56;Affect
Average;44.50;Affect
Average;47.56;Affect
Average;52.56;Affect
Average;38.33;Affect
Average;31.67;Affect
Average;0.83;Affect
Average;52.72;Affect
Average;16.39;Affect
Average;73.89;Affect
Average;55.50;Affect
Average;49.72;Affect
Average;23.61;Affect
Average;34.44;Affect
Average;33.00;Affect
Average;75.00;Affect
Average;22.61;Affect
Average;29.22;Affect
Average;41.33;Likableness
Average;13.33;Likableness
Average;22.61;Likableness
Average;25.94;Likableness
Average;11.56;Likableness
Average;13.00;Likableness
Average;15.28;Likableness
Average;20.06;Likableness
Average;21.00;Likableness
Average;19.56;Likableness
Average;12.11;Likableness
Average;20.89;Likableness
Average;15.67;Likableness
Average;12.22;Likableness
Average;19.61;Likableness
Average;21.72;Likableness
Average;15.33;Likableness
Average;23.61;Likableness
Average;31.11;Likableness
Average;8.72;Likableness
Average;39.44;Likableness
Average;8.33;Likableness
Average;10.67;Likableness
Average;27.28;Likableness
Average;10.28;Likableness
Average;4.06;Likableness
Average;13.39;Likableness
Average;0.28;Likableness
Average;7.33;Likableness
Average;5.94;Likableness
