Sincero/a,I,83,8.3
Comprensivo/a,A,90,9
Concienzudo/a,B,86,8.6
Cooperativo/a,C,80,8
Generoso/a,D,93,9.3
Indulgente,E,70,7
Ingenioso/a,F,90,9
Inteligente,G,99,9.9
Leal,H,85,8.5
Sincero/a,I,70,7
Comprensivo/a,A,89,8.9
Concienzudo/a,B,59,5.9
Cooperativo/a,C,85,8.5
Generoso/a,D,90,9
Indulgente,E,74,7.4
Ingenioso/a,F,89,8.9
Inteligente,G,89,8.9
Leal,H,90,9
Sincero/a,I,96,9.6
Comprensivo/a,A,93,9.3
Concienzudo/a,B,96,9.6
Cooperativo/a,C,98,9.8
Generoso/a,D,90,9
Indulgente,E,85,8.5
Ingenioso/a,F,95,9.5
Inteligente,G,85,8.5
Leal,H,96,9.6
Sincero/a,I,67,6.7
Comprensivo/a,A,100,10
Concienzudo/a,B,100,10
Cooperativo/a,C,100,10
Generoso/a,D,100,10
Indulgente,E,85,8.5
Ingenioso/a,F,100,10
Inteligente,G,90,9
Leal,H,100,10
Sincero/a,I,50,5
Comprensivo/a,A,93,9.3
Concienzudo/a,B,97,9.7
Cooperativo/a,C,100,10
Generoso/a,D,100,10
Indulgente,E,86,8.6
Ingenioso/a,F,100,10
Inteligente,G,100,10
Leal,H,100,10
Sincero/a,I,100,10
Comprensivo/a,A,90,9
Concienzudo/a,B,82,8.2
Cooperativo/a,C,85,8.5
Generoso/a,D,71,7.1
Indulgente,E,79,7.9
Ingenioso/a,F,87,8.7
Inteligente,G,93,9.3
Leal,H,90,9
Sincero/a,I,79,7.9
Comprensivo/a,A,100,10
Concienzudo/a,B,99,9.9
Cooperativo/a,C,100,10
Generoso/a,D,100,10
Indulgente,E,60,6
Ingenioso/a,F,99,9.9
Inteligente,G,100,10
Leal,H,100,10
Sincero/a,I,99,9.9
Comprensivo/a,A,89,8.9
Concienzudo/a,B,46,4.6
Cooperativo/a,C,90,9
Generoso/a,D,90,9
Indulgente,E,75,7.5
Ingenioso/a,F,60,6
Inteligente,G,100,10
Leal,H,97,9.7
Sincero/a,I,50,5
Comprensivo/a,A,50,5
Concienzudo/a,B,70,7
Cooperativo/a,C,80,8
Generoso/a,D,80,8
Indulgente,E,21,2.1
Ingenioso/a,F,55,5.5
Inteligente,G,64,6.4
Leal,H,68,6.8
Sincero/a,I,20,2
Comprensivo/a,A,87,8.7
Concienzudo/a,B,69,6.9
Cooperativo/a,C,40,4
Generoso/a,D,89,8.9
Indulgente,E,80,8
Ingenioso/a,F,79,7.9
Inteligente,G,60,6
Leal,H,89,8.9
Sincero/a,I,70,7
Comprensivo/a,A,80,8
Concienzudo/a,B,40,4
Cooperativo/a,C,80,8
Generoso/a,D,60,6
Indulgente,E,55,5.5
Ingenioso/a,F,60,6
Inteligente,G,90,9
Leal,H,60,6
Sincero/a,I,90,9
Comprensivo/a,A,86,8.6
Concienzudo/a,B,98,9.8
Cooperativo/a,C,96,9.6
Generoso/a,D,99,9.9
Indulgente,E,95,9.5
Ingenioso/a,F,65,6.5
Inteligente,G,97,9.7
Leal,H,96,9.6
Sincero/a,I,87,8.7
Comprensivo/a,A,80,8
Concienzudo/a,B,80,8
Cooperativo/a,C,95,9.5
Generoso/a,D,95,9.5
Indulgente,E,70,7
Ingenioso/a,F,100,10
Inteligente,G,100,10
Leal,H,90,9
Sincero/a,I,60,6
Comprensivo/a,A,82,8.2
Concienzudo/a,B,80,8
Cooperativo/a,C,100,10
Generoso/a,D,100,10
Indulgente,E,69,6.9
Ingenioso/a,F,100,10
Inteligente,G,100,10
Leal,H,100,10
Sincero/a,I,80,8
Comprensivo/a,A,100,10
Concienzudo/a,B,79,7.9
Cooperativo/a,C,89,8.9
Generoso/a,D,80,8
Indulgente,E,65,6.5
Ingenioso/a,F,100,10
Inteligente,G,99,9.9
Leal,H,99,9.9
Sincero/a,I,93,9.3
Comprensivo/a,A,84,8.4
Concienzudo/a,B,74,7.4
Cooperativo/a,C,74,7.4
Generoso/a,D,71,7.1
Indulgente,E,74,7.4
Ingenioso/a,F,64,6.4
Inteligente,G,79,7.9
Leal,H,77,7.7
Sincero/a,I,82,8.2
Comprensivo/a,A,90,9
Concienzudo/a,B,80,8
Cooperativo/a,C,90,9
Generoso/a,D,100,10
Indulgente,E,30,3
Ingenioso/a,F,100,10
Inteligente,G,100,10
Leal,H,100,10
Sincero/a,I,75,7.5
Comprensivo/a,A,98,9.8
Concienzudo/a,B,100,10
Cooperativo/a,C,85,8.5
Generoso/a,D,80,8
Indulgente,E,20,2
Ingenioso/a,F,100,10
Inteligente,G,95,9.5
Leal,H,100,10
Sincero/a,I,55,5.5
Comprensivo/a,A,90,9
Concienzudo/a,B,65,6.5
Cooperativo/a,C,84,8.4
Generoso/a,D,70,7
Indulgente,E,91,9.1
Ingenioso/a,F,98,9.8
Inteligente,G,90,9
Leal,H,24,2.4
Sincero/a,I,94,9.4
Comprensivo/a,A,100,10
Concienzudo/a,B,100,10
Cooperativo/a,C,90,9
Generoso/a,D,95,9.5
Indulgente,E,90,9
Ingenioso/a,F,100,10
Inteligente,G,100,10
Leal,H,100,10
Sincero/a,I,75,7.5
Comprensivo/a,A,100,10
Concienzudo/a,B,100,10
Cooperativo/a,C,100,10
Generoso/a,D,100,10
Indulgente,E,100,10
Ingenioso/a,F,100,10
Inteligente,G,100,10
Leal,H,100,10
Sincero/a,I,100,10
Comprensivo/a,A,86,8.6
Concienzudo/a,B,60,6
Cooperativo/a,C,95,9.5
Generoso/a,D,95,9.5
Indulgente,E,80,8
Ingenioso/a,F,90,9
Inteligente,G,87,8.7
Leal,H,100,10
Sincero/a,I,73,7.3
