Cooperativo/a,C,70,7
Generoso/a,D,80,8
Indulgente,E,92,9.2
Ingenioso/a,F,37,3.7
Inteligente,G,20,2
Leal,H,90,9
Sincero/a,I,80,8
Comprensivo/a,A,36,3.6
Concienzudo/a,B,12,1.2
Cooperativo/a,C,39,3.9
Generoso/a,D,48,4.8
Indulgente,E,40,4
Ingenioso/a,F,9,0.9
Inteligente,G,10,1
Leal,H,24,2.4
Sincero/a,I,41,4.1
Comprensivo/a,A,91,9.1
Concienzudo/a,B,71,7.1
Cooperativo/a,C,29,2.9
Generoso/a,D,80,8
Indulgente,E,70,7
Ingenioso/a,F,60,6
Inteligente,G,49,4.9
Leal,H,80,8
Sincero/a,I,100,10
Comprensivo/a,A,90,9
Concienzudo/a,B,24,2.4
Cooperativo/a,C,60,6
Generoso/a,D,85,8.5
Indulgente,E,87,8.7
Ingenioso/a,F,54,5.4
Inteligente,G,15,1.5
Leal,H,60,6
Sincero/a,I,16,1.6
Comprensivo/a,A,61,6.1
Concienzudo/a,B,71,7.1
Cooperativo/a,C,80,8
Generoso/a,D,80,8
Indulgente,E,64,6.4
Ingenioso/a,F,63,6.3
Inteligente,G,73,7.3
Leal,H,66,6.6
Sincero/a,I,80,8
Comprensivo/a,A,40,4
Concienzudo/a,B,49,4.9
Cooperativo/a,C,60,6
Generoso/a,D,60,6
Indulgente,E,50,5
Ingenioso/a,F,50,5
Inteligente,G,40,4
Leal,H,70,7
Sincero/a,I,52,5.2
Comprensivo/a,A,100,10
Concienzudo/a,B,60,6
Cooperativo/a,C,70,7
Generoso/a,D,90,9
Indulgente,E,90,9
Ingenioso/a,F,90,9
Inteligente,G,50,5
Leal,H,90,9
Sincero/a,I,90,9
Comprensivo/a,A,68,6.8
Concienzudo/a,B,33,3.3
Cooperativo/a,C,27,2.7
Generoso/a,D,54,5.4
Indulgente,E,57,5.7
Ingenioso/a,F,38,3.8
Inteligente,G,19,1.9
Leal,H,74,7.4
Sincero/a,I,81,8.1
Comprensivo/a,A,90,9
Concienzudo/a,B,10,1
Cooperativo/a,C,40,4
Generoso/a,D,65,6.5
Indulgente,E,95,9.5
Ingenioso/a,F,0,0
Inteligente,G,0,0
Leal,H,70,7
Sincero/a,I,30,3
Comprensivo/a,A,60,6
Concienzudo/a,B,50,5
Cooperativo/a,C,58,5.8
Generoso/a,D,70,7
Indulgente,E,88,8.8
Ingenioso/a,F,20,2
Inteligente,G,21,2.1
Leal,H,90,9
Sincero/a,I,90,9
Comprensivo/a,A,100,10
Concienzudo/a,B,39,3.9
Cooperativo/a,C,90,9
Generoso/a,D,85,8.5
Indulgente,E,56,5.6
Ingenioso/a,F,81,8.1
Inteligente,G,80,8
Leal,H,80,8
Sincero/a,I,54,5.4
Comprensivo/a,A,49,4.9
Concienzudo/a,B,54,5.4
Cooperativo/a,C,60,6
Generoso/a,D,52,5.2
Indulgente,E,63,6.3
Ingenioso/a,F,54,5.4
Inteligente,G,50,5
Leal,H,54,5.4
Sincero/a,I,81,8.1
Comprensivo/a,A,60,6
Concienzudo/a,B,20,2
Cooperativo/a,C,60,6
Generoso/a,D,60,6
Indulgente,E,60,6
Ingenioso/a,F,5,0.5
Inteligente,G,30,3
Leal,H,20,2
Sincero/a,I,15,1.5
Comprensivo/a,A,70,7
Concienzudo/a,B,30,3
Cooperativo/a,C,55,5.5
Generoso/a,D,70,7
Indulgente,E,65,6.5
Ingenioso/a,F,0,0
Inteligente,G,5,0.5
Leal,H,60,6
Sincero/a,I,10,1
Comprensivo/a,A,93,9.3
Concienzudo/a,B,10,1
Cooperativo/a,C,18,1.8
Generoso/a,D,24,2.4
Indulgente,E,87,8.7
Ingenioso/a,F,16,1.6
Inteligente,G,3,0.3
Leal,H,35,3.5
Sincero/a,I,3,0.3
Comprensivo/a,A,100,10
Concienzudo/a,B,60,6
Cooperativo/a,C,100,10
Generoso/a,D,100,10
Indulgente,E,100,10
Ingenioso/a,F,10,1
Inteligente,G,5,0.5
Leal,H,100,10
Sincero/a,I,10,1
Comprensivo/a,A,7,0.7
Concienzudo/a,B,81,8.1
Cooperativo/a,C,100,10
Generoso/a,D,100,10
Indulgente,E,50,5
Ingenioso/a,F,100,10
Inteligente,G,100,10
Leal,H,100,10
Sincero/a,I,51,5.1
Comprensivo/a,A,86,8.6
Concienzudo/a,B,55,5.5
Cooperativo/a,C,94,9.4
Generoso/a,D,82,8.2
Indulgente,E,88,8.8
Ingenioso/a,F,70,7
Inteligente,G,87,8.7
Leal,H,92,9.2
Sincero/a,I,69,6.9
