Aburrido/a,A,70,7
Codicioso/a,B,30,3
Egoista,C,10,1
Farsante,D,65,6.5
Hostil,E,10,1
Irresponsable,F,40,4
Maleducado/a,G,10,1
Prejuicioso/a,H,80,8
Vago/a,I,70,7
Aburrido/a,A,31,3.1
Codicioso/a,B,40,4
Egoista,C,0,0
Farsante,D,0,0
Hostil,E,0,0
Irresponsable,F,0,0
Maleducado/a,G,20,2
Prejuicioso/a,H,0,0
Vago/a,I,0,0
Aburrido/a,A,0,0
Codicioso/a,B,4,0.4
Egoista,C,6,0.6
Farsante,D,1,0.1
Hostil,E,19,1.9
Irresponsable,F,10,1
Maleducado/a,G,2,0.2
Prejuicioso/a,H,32,3.2
Vago/a,I,10,1
Aburrido/a,A,32,3.2
Codicioso/a,B,30,3
Egoista,C,22,2.2
Farsante,D,17,1.7
Hostil,E,44,4.4
Irresponsable,F,31,3.1
Maleducado/a,G,30,3
Prejuicioso/a,H,43,4.3
Vago/a,I,26,2.6
Aburrido/a,A,0,0
Codicioso/a,B,40,4
Egoista,C,10,1
Farsante,D,0,0
Hostil,E,10,1
Irresponsable,F,15,1.5
Maleducado/a,G,0,0
Prejuicioso/a,H,20,2
Vago/a,I,0,0
Aburrido/a,A,0,0
Codicioso/a,B,5,0.5
Egoista,C,10,1
Farsante,D,5,0.5
Hostil,E,5,0.5
Irresponsable,F,0,0
Maleducado/a,G,2,0.2
Prejuicioso/a,H,2,0.2
Vago/a,I,25,2.5
Aburrido/a,A,12,1.2
Codicioso/a,B,5,0.5
Egoista,C,7,0.7
Farsante,D,31,3.1
Hostil,E,10,1
Irresponsable,F,33,3.3
Maleducado/a,G,0,0
Prejuicioso/a,H,12,1.2
Vago/a,I,38,3.8
Aburrido/a,A,0,0
Codicioso/a,B,0,0
Egoista,C,5,0.5
Farsante,D,0,0
Hostil,E,0,0
Irresponsable,F,0,0
Maleducado/a,G,0,0
Prejuicioso/a,H,0,0
Vago/a,I,0,0
Aburrido/a,A,0,0
Codicioso/a,B,0,0
Egoista,C,10,1
Farsante,D,0,0
Hostil,E,0,0
Irresponsable,F,0,0
Maleducado/a,G,0,0
Prejuicioso/a,H,50,5
Vago/a,I,0,0
Aburrido/a,A,16,1.6
Codicioso/a,B,10,1
Egoista,C,0,0
Farsante,D,0,0
Hostil,E,0,0
Irresponsable,F,35,3.5
Maleducado/a,G,3,0.3
Prejuicioso/a,H,7,0.7
Vago/a,I,9,0.9
